"","start_date","end_date","duration","date_recorded","response_id","work_area","work_area_other_explanation","work_area_merged","description_quality","description_opinion","benefits_quality","benefits_score","word"
"23","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"cataloging"
"24","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"convinced"
"25","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"potential"
"26","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"benefits"
"27","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"linked"
"28","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"data"
"29","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"users"
"30","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"exciting"
"31","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"people"
"32","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"foresee"
"33","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"users"
"34","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"linked"
"35","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"data"
"36","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"features"
"37","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"disagree"
"38","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"people"
"39","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"implement"
"40","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"understand"
"41","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"control"
"42","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"heavy"
"43","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"library"
"44","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"user"
"45","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"discover"
"46","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"circuitous"
"47","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"serendipitous"
"48","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"librarians"
"49","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"shutting"
"50","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"discovery"
"51","7/18/2017 8:07","7/18/2017 8:33",1590,"7/18/2017 8:33","R_3IaGjwwatu5jboQ","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,0,0,"paths"
"52","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"linked"
"53","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"data"
"54","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"infeasible"
"55","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"imaginary"
"56","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"cure"
"57","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"devised"
"58","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"starry"
"59","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"eyed"
"60","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"technologists"
"61","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"moral"
"62","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"support"
"63","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"eager"
"64","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"cool"
"65","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"prove"
"66","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"relevance"
"67","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"digital"
"68","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"age"
"69","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"library"
"70","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"folks"
"71","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"expressed"
"72","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"purpose"
"73","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"helping"
"74","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"imaginary"
"75","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"users"
"76","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"library"
"77","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"collections"
"78","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"users"
"79","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"channels"
"80","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"care"
"81","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"https"
"82","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"wiki.duraspace.org"
"83","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"display"
"84","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"ld4p"
"85","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"project"
"86","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"pages"
"87","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"list"
"88","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"users"
"89","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"remains"
"90","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"pay"
"91","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"huge"
"92","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"consulting"
"93","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"fee"
"94","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"imagine"
"95","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"budgeted"
"96","7/18/2017 15:04","7/18/2017 15:15",644,"7/18/2017 15:15","R_3rN90Ldho7Nwxu1","Technical Services and Metadata",NA,"Technical Services and Metadata",1,-1,1,0,"grant"
"97","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"linked"
"98","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"data"
"99","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"records"
"100","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"relationships"
"101","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"resources"
"102","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"books"
"103","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"online"
"104","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"journals"
"105","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"kinds"
"106","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"information"
"107","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"records"
"108","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"relationships"
"109","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"computers"
"110","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"easily"
"111","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"accurately"
"112","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"narrow"
"113","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"expand"
"114","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"research"
"115","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"effectively"
"116","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"1"
"117","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"research"
"118","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"topic"
"119","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"location"
"120","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"specific"
"121","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"aspects"
"122","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"link"
"123","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"maps"
"124","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"location"
"125","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"2"
"126","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"expand"
"127","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"research"
"128","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"creator"
"129","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"e.g"
"130","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"author"
"131","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"include"
"132","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"people"
"133","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"author"
"134","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"interacted"
"135","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"3"
"136","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"search"
"137","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"results"
"138","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"timeline"
"139","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"events"
"140","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"happened"
"141","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"affected"
"142","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"topic"
"143","7/19/2017 14:10","7/19/2017 14:25",913,"7/19/2017 14:25","R_3RwFMkqFX9JmfW1","Technical Services and Metadata",NA,"Technical Services and Metadata",3,0,2,1,"nope"
